content_id,client_id,baseline_score,reason_code,action,rank
content_99b96fc838bb,client_6208ef0f77,4,strong_recent_decline,review,1676
content_0303b4448197,client_19581e27de,4,strong_recent_decline,review,1677
content_20e0f68c82ce,client_3fdba35f04,4,strong_recent_decline,review,1678
content_02e093500039,client_4e07408562,4,strong_recent_decline,review,1679
content_7eaccc7863a0,client_3fdba35f04,4,strong_recent_decline,review,1680
content_8d3d36fb50bb,client_f369cb89fc,4,strong_recent_decline,review,1681
content_5bda17d0b75f,client_19581e27de,4,strong_recent_decline,review,1682
content_98019af05729,client_19581e27de,4,strong_recent_decline,review,1683
content_86ed40f760d2,client_f369cb89fc,4,strong_recent_decline,review,1684
content_4afeef8d2195,client_a88a7902cb,4,strong_recent_decline,review,1685
content_0d0dd7fb1b11,client_8527a891e2,4,strong_recent_decline,review,1686
content_dcf545faa831,client_6208ef0f77,4,strong_recent_decline,review,1687
content_6d15ca2f8718,client_98a3ab7c34,4,strong_recent_decline,review,1688
content_5cf7853d81c1,client_4ec9599fc2,4,strong_recent_decline,review,1689
content_e53df66aeadb,client_a88a7902cb,4,strong_recent_decline,review,1690
content_9de121508040,client_6208ef0f77,4,strong_recent_decline,review,1691
content_5f53da03fcf1,client_19581e27de,4,strong_recent_decline,review,1692
content_c92f573e549b,client_9400f1b21c,4,strong_recent_decline,review,1693
content_7b2b7acfcc4a,client_4ec9599fc2,4,strong_recent_decline,review,1694
content_2f03e29a8c2a,client_3fdba35f04,4,strong_recent_decline,review,1695
content_56671f997891,client_3fdba35f04,4,strong_recent_decline,review,1696
content_1dac649b5a29,client_a88a7902cb,4,strong_recent_decline,review,1697
content_af7318e0a937,client_a88a7902cb,4,strong_recent_decline,review,1698
content_dd5afc378fff,client_6208ef0f77,4,strong_recent_decline,review,1699
content_a1da84c2b052,client_7f2253d7e2,4,strong_recent_decline,review,1700
content_420396f8d22d,client_3fdba35f04,4,strong_recent_decline,review,1701
content_afd313232a67,client_19581e27de,4,strong_recent_decline,review,1702
content_462d8068b993,client_19581e27de,4,strong_recent_decline,review,1703
content_c6d0030cd91a,client_19581e27de,4,strong_recent_decline,review,1704
content_1db3db7b06c0,client_3fdba35f04,4,strong_recent_decline,review,1705
content_189d6115f84e,client_3fdba35f04,4,strong_recent_decline,review,1706
content_f40f929de9d1,client_3fdba35f04,4,strong_recent_decline,review,1707
content_e9596abdf1ea,client_19581e27de,4,strong_recent_decline,review,1708
content_cd13623f4aca,client_a88a7902cb,4,strong_recent_decline,review,1709
content_d740043b7a38,client_6208ef0f77,4,strong_recent_decline,review,1710
content_4c493cf4be0a,client_19581e27de,4,strong_recent_decline,review,1711
content_ef0d2e96b08c,client_d4735e3a26,4,strong_recent_decline,review,1712
content_67149679d7a4,client_19581e27de,4,strong_recent_decline,review,1713
content_bde2d252d272,client_a88a7902cb,4,strong_recent_decline,review,1714
content_d752cd3da794,client_6208ef0f77,4,strong_recent_decline,review,1715
content_121d8091e5d9,client_3fdba35f04,4,strong_recent_decline,review,1716
content_1499039cd47d,client_7f2253d7e2,4,strong_recent_decline,review,1717
content_3443261a25bc,client_d029fa3a95,4,strong_recent_decline,review,1718
content_d98046b4bcba,client_19581e27de,4,strong_recent_decline,review,1719
content_aa286b15bf89,client_a88a7902cb,4,strong_recent_decline,review,1720
content_3a10b092db6a,client_9400f1b21c,4,strong_recent_decline,review,1721
content_a6b8295b5d74,client_f74efabef1,4,strong_recent_decline,review,1722
content_1e130526f220,client_7f2253d7e2,4,strong_recent_decline,review,1723
content_4b6eb848b1e9,client_e629fa6598,4,strong_recent_decline,review,1724
content_02b965f20fa6,client_349c41201b,4,strong_recent_decline,review,1725
content_11d3ce27f6c1,client_f74efabef1,4,strong_recent_decline,review,1726
content_258680c5da73,client_f74efabef1,4,strong_recent_decline,review,1727
content_5a80e65c4f9b,client_4ec9599fc2,4,strong_recent_decline,review,1728
content_c2a0bcefdd84,client_6208ef0f77,4,strong_recent_decline,review,1729
content_a64d182bbbc0,client_6208ef0f77,4,strong_recent_decline,review,1730
content_1b7188b37ffc,client_8527a891e2,4,strong_recent_decline,review,1731
content_d3b39602b416,client_8527a891e2,4,strong_recent_decline,review,1732
content_af14ae6f2c3a,client_3fdba35f04,4,strong_recent_decline,review,1733
content_d7175187ff12,client_4e07408562,4,strong_recent_decline,review,1734
content_ae56011a24de,client_624b60c58c,4,strong_recent_decline,review,1735
content_290452092d30,client_6208ef0f77,4,strong_recent_decline,review,1736
content_dcdc94facfd0,client_3fdba35f04,4,strong_recent_decline,review,1737
content_223428f683e5,client_f369cb89fc,4,strong_recent_decline,review,1738
content_e55e10545455,client_98a3ab7c34,4,strong_recent_decline,review,1739
content_57152ef5207d,client_d029fa3a95,4,strong_recent_decline,review,1740
content_3e40ca50f87c,client_7f2253d7e2,4,strong_recent_decline,review,1741
content_c05fb934602f,client_6208ef0f77,4,strong_recent_decline,review,1742
content_fb4884e34467,client_4e07408562,4,strong_recent_decline,review,1743
content_26cf570cafdc,client_f369cb89fc,4,strong_recent_decline,review,1744
content_db82265bf939,client_6208ef0f77,4,strong_recent_decline,review,1745
content_37ecf5543a50,client_7f2253d7e2,4,strong_recent_decline,review,1746
content_3379b1fa609a,client_3fdba35f04,4,strong_recent_decline,review,1747
content_dd9a42d7f8f8,client_d4735e3a26,4,strong_recent_decline,review,1748
content_fba5eaca6a9d,client_3fdba35f04,4,strong_recent_decline,review,1749
content_c0055c33c130,client_f369cb89fc,4,strong_recent_decline,review,1750
content_9c43d55aef70,client_3fdba35f04,4,strong_recent_decline,review,1751
content_961a949058a1,client_f369cb89fc,4,strong_recent_decline,review,1752
content_0d9c4b839f7f,client_9f14025af0,4,strong_recent_decline,review,1753
content_2de2912ce657,client_f369cb89fc,4,strong_recent_decline,review,1754
content_53285c7434ac,client_f369cb89fc,4,strong_recent_decline,review,1755
content_41e7a917a374,client_8722616204,4,strong_recent_decline,review,1756
content_9807c64459c7,client_624b60c58c,4,strong_recent_decline,review,1757
content_e8e05cfce682,client_19581e27de,4,strong_recent_decline,review,1758
content_cca221690495,client_4ec9599fc2,4,strong_recent_decline,review,1759
content_f658880b08c0,client_19581e27de,4,strong_recent_decline,review,1760
content_51a5eda310dd,client_3fdba35f04,4,strong_recent_decline,review,1761
content_8b27b4eb1274,client_19581e27de,4,strong_recent_decline,review,1762
content_6e5e30de527c,client_d029fa3a95,4,strong_recent_decline,review,1763
content_595563512f86,client_f74efabef1,4,strong_recent_decline,review,1764
content_773d712a26e5,client_7f2253d7e2,4,strong_recent_decline,review,1765
content_caacd384a89e,client_3fdba35f04,4,strong_recent_decline,review,1766
content_6d8797a3ac38,client_7f2253d7e2,4,strong_recent_decline,review,1767
content_5b1e8d3f3827,client_19581e27de,4,strong_recent_decline,review,1768
content_4eeb37bf13e9,client_3fdba35f04,4,strong_recent_decline,review,1769
content_039561d447ce,client_3fdba35f04,4,strong_recent_decline,review,1770
content_f273c7805fb9,client_19581e27de,4,strong_recent_decline,review,1771
content_939cc377166b,client_f369cb89fc,4,strong_recent_decline,review,1772
content_2cf20968e419,client_3fdba35f04,4,strong_recent_decline,review,1773
content_484a56adcf36,client_a88a7902cb,4,strong_recent_decline,review,1774
content_f186f615fb41,client_19581e27de,4,strong_recent_decline,review,1775
content_6b34c33ecfe1,client_3fdba35f04,4,strong_recent_decline,review,1776
content_027c23a56bc4,client_349c41201b,4,strong_recent_decline,review,1777
content_12bb72d718fd,client_19581e27de,4,strong_recent_decline,review,1778
content_0135f1f55ee6,client_7f2253d7e2,4,strong_recent_decline,review,1779
content_e2f91310fa14,client_19581e27de,4,strong_recent_decline,review,1780
content_e419137aac22,client_a88a7902cb,4,strong_recent_decline,review,1781
content_671592b61c83,client_f74efabef1,4,strong_recent_decline,review,1782
content_8ae8d9c80659,client_8722616204,4,strong_recent_decline,review,1783
content_8bacc954df94,client_3fdba35f04,4,strong_recent_decline,review,1784
content_41fd9c8c5892,client_8527a891e2,4,strong_recent_decline,review,1785
content_dae93bad7f78,client_f74efabef1,4,strong_recent_decline,review,1786
content_a9c25751095f,client_3fdba35f04,4,strong_recent_decline,review,1787
content_80760f3626d1,client_3fdba35f04,4,strong_recent_decline,review,1788
content_1da23b0be75c,client_7f2253d7e2,4,strong_recent_decline,review,1789
content_cd185509429c,client_4e07408562,4,strong_recent_decline,review,1790
content_ee54a0253599,client_3fdba35f04,4,strong_recent_decline,review,1791
content_65a87998b28c,client_8722616204,4,strong_recent_decline,review,1792
content_596d4344f1d4,client_19581e27de,4,strong_recent_decline,review,1793
content_18637c3b0c98,client_d029fa3a95,4,strong_recent_decline,review,1794
content_724a0d3199c1,client_6208ef0f77,4,strong_recent_decline,review,1795
content_2e6c64ee400e,client_9400f1b21c,4,strong_recent_decline,review,1796
content_77c9b7ea1dbd,client_f74efabef1,4,strong_recent_decline,review,1797
content_3a1f8b441f3b,client_3fdba35f04,4,strong_recent_decline,review,1798
content_d3536b9d6c47,client_3fdba35f04,4,strong_recent_decline,review,1799
content_871212880c20,client_f369cb89fc,4,strong_recent_decline,review,1800
content_bf74af5baf71,client_a88a7902cb,4,strong_recent_decline,review,1801
content_334fe63310ff,client_a88a7902cb,4,strong_recent_decline,review,1802
content_faaf1b1e4d65,client_8527a891e2,4,strong_recent_decline,review,1803
content_a8d7a1744f79,client_19581e27de,4,strong_recent_decline,review,1804
content_64745a4ecadb,client_8527a891e2,4,strong_recent_decline,review,1805
content_98db1536110c,client_6208ef0f77,4,strong_recent_decline,review,1806
content_fb03de774c31,client_7f2253d7e2,4,strong_recent_decline,review,1807
content_923d86d64f6c,client_19581e27de,4,strong_recent_decline,review,1808
content_164dff885baf,client_7f2253d7e2,4,strong_recent_decline,review,1809
content_c176caa98791,client_7f2253d7e2,4,strong_recent_decline,review,1810
content_e903fd3aaeb5,client_3fdba35f04,4,strong_recent_decline,review,1811
content_41eb625c4aca,client_434c9b5ae5,4,strong_recent_decline,review,1812
content_f72a08df7927,client_f369cb89fc,4,strong_recent_decline,review,1813
content_519f3c700596,client_bbb965ab0c,4,strong_recent_decline,review,1814
content_b5fe0e1f8942,client_e629fa6598,4,strong_recent_decline,review,1815
content_95c47359824d,client_7f2253d7e2,4,strong_recent_decline,review,1816
content_c88bd8c1c7cf,client_6208ef0f77,4,strong_recent_decline,review,1817
content_4fd3782c94b9,client_6208ef0f77,4,strong_recent_decline,review,1818
content_601f7d6e9761,client_3fdba35f04,4,strong_recent_decline,review,1819
content_1b4f5103df87,client_f369cb89fc,4,strong_recent_decline,review,1820
content_4c2aae7232ac,client_19581e27de,4,strong_recent_decline,review,1821
content_28b75a12b4d8,client_a88a7902cb,4,strong_recent_decline,review,1822
content_e973ad4eacf7,client_6208ef0f77,4,strong_recent_decline,review,1823
content_33dbb6eda775,client_3fdba35f04,4,strong_recent_decline,review,1824
content_ca4274162b1d,client_a88a7902cb,4,strong_recent_decline,review,1825
content_b8ee53b39bb1,client_434c9b5ae5,4,strong_recent_decline,review,1826
content_03e535eabfdc,client_8527a891e2,4,strong_recent_decline,review,1827
content_e32f2e8e9f79,client_349c41201b,4,strong_recent_decline,review,1828
content_e8658537c97f,client_7f2253d7e2,4,strong_recent_decline,review,1829
content_8fced14b140f,client_3fdba35f04,4,strong_recent_decline,review,1830
content_797bb027e4a4,client_8527a891e2,4,strong_recent_decline,review,1831
content_bc805a600a15,client_98a3ab7c34,4,strong_recent_decline,review,1832
content_f61174847f60,client_6208ef0f77,4,strong_recent_decline,review,1833
content_9cddb79b32a7,client_3fdba35f04,4,strong_recent_decline,review,1834
content_4e3db6ca9795,client_3fdba35f04,4,strong_recent_decline,review,1835
content_319ee88380a4,client_8722616204,4,strong_recent_decline,review,1836
content_1e7e9344ae09,client_8527a891e2,4,strong_recent_decline,review,1837
content_3025cbd08dc0,client_d029fa3a95,4,strong_recent_decline,review,1838
content_f984592efb87,client_19581e27de,4,strong_recent_decline,review,1839
content_b93156c46bd9,client_4e07408562,4,strong_recent_decline,review,1840
content_267652e69b7b,client_a88a7902cb,4,strong_recent_decline,review,1841
content_d066bbc6e0c2,client_f369cb89fc,4,strong_recent_decline,review,1842
content_4eda83a3510d,client_3fdba35f04,4,strong_recent_decline,review,1843
content_1fca8e97a69d,client_19581e27de,4,strong_recent_decline,review,1844
content_f346692204a7,client_4e07408562,4,strong_recent_decline,review,1845
content_e3ee11db9bea,client_8722616204,4,strong_recent_decline,review,1846
content_9c3ae50bc08c,client_f74efabef1,4,strong_recent_decline,review,1847
content_81bb263274dd,client_19581e27de,4,strong_recent_decline,review,1848
content_2f42c2c2c235,client_f74efabef1,4,strong_recent_decline,review,1849
content_3981b6349fa5,client_624b60c58c,4,strong_recent_decline,review,1850
content_9f180a1406cc,client_8722616204,4,strong_recent_decline,review,1851
content_8b23ea11d29f,client_6208ef0f77,4,strong_recent_decline,review,1852
content_40cad916de90,client_3fdba35f04,4,strong_recent_decline,review,1853
content_4d77876a2201,client_7f2253d7e2,4,strong_recent_decline,review,1854
content_f2e20dd8d68b,client_d029fa3a95,4,strong_recent_decline,review,1855
content_b893db8d7619,client_3fdba35f04,4,strong_recent_decline,review,1856
content_a0744f34c5d8,client_e629fa6598,4,strong_recent_decline,review,1857
content_56c595926939,client_19581e27de,4,strong_recent_decline,review,1858
content_9ae38c06d095,client_6208ef0f77,4,strong_recent_decline,review,1859
content_04e8c83b1fd8,client_19581e27de,4,strong_recent_decline,review,1860
content_393c7840774e,client_f74efabef1,4,strong_recent_decline,review,1861
content_78addf8844a1,client_4ec9599fc2,4,strong_recent_decline,review,1862
content_1e53b2d2300a,client_8527a891e2,4,strong_recent_decline,review,1863
content_86c98b7fffc0,client_6208ef0f77,4,strong_recent_decline,review,1864
content_8510c093dd33,client_a88a7902cb,4,strong_recent_decline,review,1865
content_a262679eee5d,client_a88a7902cb,4,strong_recent_decline,review,1866
content_28b4223f4e5f,client_98a3ab7c34,4,strong_recent_decline,review,1867
content_f14a24375cc4,client_8527a891e2,4,strong_recent_decline,review,1868
content_b2723b0e21a1,client_3fdba35f04,4,strong_recent_decline,review,1869
content_617bb194934b,client_6208ef0f77,4,strong_recent_decline,review,1870
content_479be28bc25d,client_a88a7902cb,4,strong_recent_decline,review,1871
content_481a5b957b11,client_6208ef0f77,4,strong_recent_decline,review,1872
content_9558f7d085c2,client_19581e27de,4,strong_recent_decline,review,1873
content_3fe6530cd766,client_d029fa3a95,4,strong_recent_decline,review,1874
content_da7a67ee221e,client_d4735e3a26,4,strong_recent_decline,review,1875
content_67c253269b15,client_3fdba35f04,4,strong_recent_decline,review,1876
content_3ac4ee4605dc,client_f369cb89fc,4,strong_recent_decline,review,1877
content_344ff941fb65,client_a88a7902cb,4,strong_recent_decline,review,1878
content_c95b6b0e75ad,client_f74efabef1,4,strong_recent_decline,review,1879
content_216e491cf375,client_f369cb89fc,4,strong_recent_decline,review,1880
content_2aa11e7419fa,client_6208ef0f77,4,strong_recent_decline,review,1881
content_4da278e9cdd2,client_a88a7902cb,4,strong_recent_decline,review,1882
content_194a3cd73c28,client_624b60c58c,4,strong_recent_decline,review,1883
content_eea80eacb125,client_6208ef0f77,4,strong_recent_decline,review,1884
content_f9cf67126e03,client_f74efabef1,4,strong_recent_decline,review,1885
content_0cbb2112e0a0,client_19581e27de,4,strong_recent_decline,review,1886
content_8ef750ca4ac6,client_3fdba35f04,4,strong_recent_decline,review,1887
content_e5c5e34f6aaf,client_3fdba35f04,4,strong_recent_decline,review,1888
content_74d6d4d46019,client_9f14025af0,4,strong_recent_decline,review,1889
content_4b40bc3fc714,client_bdd2d3af3a,4,strong_recent_decline,review,1890
content_a3d8ee2f09c1,client_a88a7902cb,4,strong_recent_decline,review,1891
content_f9897ac9959b,client_6208ef0f77,4,strong_recent_decline,review,1892
content_5325df77c55e,client_f74efabef1,4,strong_recent_decline,review,1893
content_df07516da8db,client_f369cb89fc,4,strong_recent_decline,review,1894
content_17c8bb0c29b1,client_624b60c58c,4,strong_recent_decline,review,1895
content_02b59c4f5428,client_6208ef0f77,4,strong_recent_decline,review,1896
content_09b9a4d97410,client_4e07408562,4,strong_recent_decline,review,1897
content_ef7d33eb0975,client_3fdba35f04,4,strong_recent_decline,review,1898
content_d7b1c9a30243,client_bbb965ab0c,4,strong_recent_decline,review,1899
content_bc3b77589ed3,client_3fdba35f04,4,strong_recent_decline,review,1900
content_a74302f36fc2,client_7f2253d7e2,4,strong_recent_decline,review,1901
content_d173a4758ef4,client_8527a891e2,4,strong_recent_decline,review,1902
content_0ed946742162,client_349c41201b,4,strong_recent_decline,review,1903
content_aeda93d860df,client_349c41201b,4,strong_recent_decline,review,1904
content_03e061f2851d,client_a88a7902cb,4,strong_recent_decline,review,1905
content_6f36e40a156f,client_19581e27de,4,strong_recent_decline,review,1906
content_9d70410bbefe,client_8527a891e2,4,strong_recent_decline,review,1907
content_02f3c4b06ce9,client_8527a891e2,4,strong_recent_decline,review,1908
content_436735d73f8b,client_b4944c6ff0,4,strong_recent_decline,review,1909
content_5170503893db,client_7f2253d7e2,4,strong_recent_decline,review,1910
content_8080d1b35486,client_a88a7902cb,4,strong_recent_decline,review,1911
content_15f87980954c,client_a88a7902cb,4,strong_recent_decline,review,1912
content_84d9263f79d5,client_19581e27de,4,strong_recent_decline,review,1913
content_4949d291ebe8,client_19581e27de,4,strong_recent_decline,review,1914
content_8de443806f5c,client_349c41201b,4,strong_recent_decline,review,1915
content_bc437c20d7ed,client_19581e27de,4,strong_recent_decline,review,1916
content_0d0df202dd71,client_6208ef0f77,4,strong_recent_decline,review,1917
content_acd898a2f08a,client_19581e27de,4,strong_recent_decline,review,1918
content_00202ac57009,client_6208ef0f77,4,strong_recent_decline,review,1919
content_a10ceaf6d4f0,client_19581e27de,4,strong_recent_decline,review,1920
content_da54e3298920,client_7f2253d7e2,4,strong_recent_decline,review,1921
content_7d67b997b662,client_3fdba35f04,4,strong_recent_decline,review,1922
content_3041c11ba857,client_3fdba35f04,4,strong_recent_decline,review,1923
content_797a5d6353df,client_19581e27de,4,strong_recent_decline,review,1924
content_0508d3d7079c,client_6208ef0f77,4,strong_recent_decline,review,1925
content_53e3110b0240,client_19581e27de,4,strong_recent_decline,review,1926
content_92eef0b146c1,client_f74efabef1,4,strong_recent_decline,review,1927
content_87413080be83,client_6208ef0f77,4,strong_recent_decline,review,1928
content_2a5f06c2bfd2,client_f369cb89fc,4,strong_recent_decline,review,1929
content_215982bec4ef,client_3fdba35f04,4,strong_recent_decline,review,1930
content_52b3b6aa7721,client_19581e27de,4,strong_recent_decline,review,1931
content_00d3b3cb7891,client_624b60c58c,4,strong_recent_decline,review,1932
content_54d27ae1e44f,client_3fdba35f04,4,strong_recent_decline,review,1933
content_8f06bbc3716d,client_7f2253d7e2,4,strong_recent_decline,review,1934
content_1c8d5eff73b1,client_7f2253d7e2,4,strong_recent_decline,review,1935
content_dbec80b0fd2c,client_a88a7902cb,4,strong_recent_decline,review,1936
content_e931ef5c808e,client_7f2253d7e2,4,strong_recent_decline,review,1937
content_3077b1335872,client_6208ef0f77,4,strong_recent_decline,review,1938
content_97a08f7b106c,client_19581e27de,4,strong_recent_decline,review,1939
content_e7cc94f04d05,client_f369cb89fc,4,strong_recent_decline,review,1940
content_4bde70b70ce1,client_7f2253d7e2,4,strong_recent_decline,review,1941
content_87a40acc3095,client_9400f1b21c,4,strong_recent_decline,review,1942
content_050b3c528b0a,client_3fdba35f04,4,strong_recent_decline,review,1943
content_05a9ada13405,client_98a3ab7c34,4,strong_recent_decline,review,1944
content_26c37906ce1f,client_7f2253d7e2,4,strong_recent_decline,review,1945
content_b8c05d52fc39,client_f74efabef1,4,strong_recent_decline,review,1946
content_e4fd7437fc0f,client_19581e27de,4,strong_recent_decline,review,1947
content_b1b612221caa,client_3fdba35f04,4,strong_recent_decline,review,1948
content_29f12ac3ad53,client_4e07408562,4,strong_recent_decline,review,1949
content_fe91f7c1ee1e,client_624b60c58c,4,strong_recent_decline,review,1950
content_54f5a3cf5fef,client_7f2253d7e2,4,strong_recent_decline,review,1951
content_75f1b23268f3,client_d029fa3a95,4,strong_recent_decline,review,1952
content_d3e0153bd530,client_3fdba35f04,4,strong_recent_decline,review,1953
content_54db59b94f0d,client_3fdba35f04,4,strong_recent_decline,review,1954
content_c226cf2064d2,client_3fdba35f04,4,strong_recent_decline,review,1955
content_df2db8d3a5c8,client_19581e27de,4,strong_recent_decline,review,1956
content_1efec8da6e83,client_f369cb89fc,4,strong_recent_decline,review,1957
content_bf7e47e20643,client_6208ef0f77,4,strong_recent_decline,review,1958
content_120c44f02510,client_4ec9599fc2,4,strong_recent_decline,review,1959
content_f06736b00310,client_2c624232cd,4,strong_recent_decline,review,1960
content_7e400631099b,client_19581e27de,4,strong_recent_decline,review,1961
content_63205770dbcd,client_e629fa6598,4,strong_recent_decline,review,1962
content_39c0cb7f2bbd,client_d029fa3a95,4,strong_recent_decline,review,1963
content_7d0d01e80d21,client_a88a7902cb,4,strong_recent_decline,review,1964
content_2a089b47e105,client_9400f1b21c,4,strong_recent_decline,review,1965
content_c92193ca25a5,client_7f2253d7e2,4,strong_recent_decline,review,1966
content_4139bbf07c8d,client_6208ef0f77,4,strong_recent_decline,review,1967
content_2340840d66ac,client_7f2253d7e2,4,strong_recent_decline,review,1968
content_f1743a78cb16,client_8527a891e2,4,strong_recent_decline,review,1969
content_d56e84c0d475,client_3fdba35f04,4,strong_recent_decline,review,1970
content_534b593abb03,client_3fdba35f04,4,strong_recent_decline,review,1971
content_a2fcd01d1de8,client_f369cb89fc,4,strong_recent_decline,review,1972
content_421617a9c2db,client_7f2253d7e2,4,strong_recent_decline,review,1973
content_b0dc4ea1540e,client_8722616204,4,strong_recent_decline,review,1974
content_f59b35f5c0c4,client_3fdba35f04,4,strong_recent_decline,review,1975
content_7a835d05623c,client_6208ef0f77,4,strong_recent_decline,review,1976
content_6a1c9c39b6c3,client_7f2253d7e2,4,strong_recent_decline,review,1977
content_c89fa662f881,client_f369cb89fc,4,strong_recent_decline,review,1978
content_c9565ff9325a,client_7f2253d7e2,4,strong_recent_decline,review,1979
content_911264ec201b,client_3fdba35f04,4,strong_recent_decline,review,1980
content_edcff7ebaffd,client_a88a7902cb,4,strong_recent_decline,review,1981
content_e5988fd9cc98,client_6208ef0f77,4,strong_recent_decline,review,1982
content_f562786a3f25,client_434c9b5ae5,4,strong_recent_decline,review,1983
content_f92c70e87619,client_19581e27de,4,strong_recent_decline,review,1984
content_31086aab833d,client_349c41201b,4,strong_recent_decline,review,1985
content_69d4df8e4364,client_3fdba35f04,4,strong_recent_decline,review,1986
content_0549e8dc2084,client_e629fa6598,4,strong_recent_decline,review,1987
content_c71eefc9a1e1,client_3fdba35f04,4,strong_recent_decline,review,1988
content_95a4bdd2193e,client_4ec9599fc2,4,strong_recent_decline,review,1989
content_2a3d92d12a8b,client_7f2253d7e2,4,strong_recent_decline,review,1990
content_bc37c7f28c85,client_3fdba35f04,4,strong_recent_decline,review,1991
content_e6c83e45b530,client_7f2253d7e2,4,strong_recent_decline,review,1992
content_e8f3624e18ec,client_3fdba35f04,4,strong_recent_decline,review,1993
content_8ecb795d4b55,client_3fdba35f04,4,strong_recent_decline,review,1994
content_79069855c228,client_19581e27de,4,strong_recent_decline,review,1995
content_25436ce3ebbc,client_8722616204,4,strong_recent_decline,review,1996
content_f9f37772c928,client_6208ef0f77,4,strong_recent_decline,review,1997
content_bcc6c330c8c5,client_624b60c58c,4,strong_recent_decline,review,1998
content_93ebdcd73dd9,client_f369cb89fc,4,strong_recent_decline,review,1999
content_4aaeb527edf7,client_7f2253d7e2,4,strong_recent_decline,review,2000
content_62c55530d3b3,client_f74efabef1,4,strong_recent_decline,review,2001
content_deed6811cf16,client_3fdba35f04,4,strong_recent_decline,review,2002
content_7ad4ceec8145,client_19581e27de,4,strong_recent_decline,review,2003
content_2ad705808431,client_19581e27de,4,strong_recent_decline,review,2004
content_6a77fd637725,client_3fdba35f04,4,strong_recent_decline,review,2005
content_996a82579136,client_3fdba35f04,4,strong_recent_decline,review,2006
content_1acd6cfbca22,client_3fdba35f04,4,strong_recent_decline,review,2007
content_05e445fa2143,client_3fdba35f04,4,strong_recent_decline,review,2008
content_ccff1ae0b99f,client_e629fa6598,4,strong_recent_decline,review,2009
content_76fe0bb95548,client_6208ef0f77,4,strong_recent_decline,review,2010
content_5615415da73b,client_349c41201b,4,strong_recent_decline,review,2011
content_f59522d6825f,client_19581e27de,4,strong_recent_decline,review,2012
content_8c5c4572d238,client_8722616204,4,strong_recent_decline,review,2013
content_1ecf6336a95d,client_b4944c6ff0,4,strong_recent_decline,review,2014
content_37be41e15aca,client_6208ef0f77,4,strong_recent_decline,review,2015
content_0f65cba03e13,client_e629fa6598,4,strong_recent_decline,review,2016
content_b5c4224767fc,client_7f2253d7e2,4,strong_recent_decline,review,2017
content_f8711a5f7d47,client_a88a7902cb,4,strong_recent_decline,review,2018
content_70f58d5042c6,client_3fdba35f04,4,strong_recent_decline,review,2019
content_48528db098f3,client_a88a7902cb,4,strong_recent_decline,review,2020
content_1088be472130,client_6208ef0f77,4,strong_recent_decline,review,2021
content_79ad58efa6bc,client_3fdba35f04,4,strong_recent_decline,review,2022
content_f28659a55928,client_bbb965ab0c,4,strong_recent_decline,review,2023
content_94300962059f,client_4ec9599fc2,4,strong_recent_decline,review,2024
content_55a771b611af,client_d029fa3a95,4,strong_recent_decline,review,2025
content_48dfbf8810fa,client_f74efabef1,4,strong_recent_decline,review,2026
content_47808e2c16d4,client_f369cb89fc,4,strong_recent_decline,review,2027
content_94e22f76b445,client_6208ef0f77,4,strong_recent_decline,review,2028
content_fddbcd9a84de,client_19581e27de,4,strong_recent_decline,review,2029
content_0113457f750c,client_19581e27de,4,strong_recent_decline,review,2030
content_f435eaf1c930,client_3fdba35f04,4,strong_recent_decline,review,2031
content_dfc45d59cf17,client_d029fa3a95,4,strong_recent_decline,review,2032
content_b8f803c2e49c,client_19581e27de,4,strong_recent_decline,review,2033
content_de7b6e9dc165,client_8527a891e2,4,strong_recent_decline,review,2034
content_d56f7f74c15c,client_f369cb89fc,4,strong_recent_decline,review,2035
content_47b8b12d581e,client_7f2253d7e2,4,strong_recent_decline,review,2036
content_ab86fe44dea1,client_4e07408562,4,strong_recent_decline,review,2037
content_775db0d6948a,client_d029fa3a95,4,strong_recent_decline,review,2038
content_ea1c09f23342,client_3fdba35f04,4,strong_recent_decline,review,2039
content_32eb3a9af325,client_349c41201b,4,strong_recent_decline,review,2040
content_756881a4736b,client_4e07408562,4,strong_recent_decline,review,2041
content_f54b8533444d,client_3fdba35f04,4,strong_recent_decline,review,2042
content_7f305454dcb7,client_f369cb89fc,4,strong_recent_decline,review,2043
content_69ea28c0748e,client_19581e27de,4,strong_recent_decline,review,2044
content_17a540c99ba9,client_f369cb89fc,4,strong_recent_decline,review,2045
content_9a1a3043cf75,client_4ec9599fc2,4,strong_recent_decline,review,2046
content_e6b7a5651a13,client_a88a7902cb,4,strong_recent_decline,review,2047
content_e1123ef6ffad,client_6208ef0f77,4,strong_recent_decline,review,2048
content_adaea1bd1d8f,client_a88a7902cb,4,strong_recent_decline,review,2049
content_f26276b002b8,client_19581e27de,4,strong_recent_decline,review,2050
content_7a78b57589c2,client_3fdba35f04,4,strong_recent_decline,review,2051
content_b1002c23737e,client_19581e27de,4,strong_recent_decline,review,2052
content_9aa9b4d0b152,client_bbb965ab0c,4,strong_recent_decline,review,2053
content_893e3155d4e8,client_19581e27de,4,strong_recent_decline,review,2054
content_a8680d500da8,client_7f2253d7e2,4,strong_recent_decline,review,2055
content_2822d741de38,client_a88a7902cb,4,strong_recent_decline,review,2056
content_957b5631ffa0,client_bbb965ab0c,4,strong_recent_decline,review,2057
